WORD: yapımcı, FREQ: 1
WORD: yer, FREQ: 1
WORD: almıştır, FREQ: 1
WORD: i̇çindekiler, FREQ: 1
WORD: cemal, FREQ: 1
WORD: savcı, FREQ: 1
WORD: nusret, FREQ: 1
WORD: komiser, FREQ: 1
WORD: naci, FREQ: 1
WORD: arap, FREQ: 1
WORD: ali, FREQ: 1
WORD: ahmet, FREQ: 1
WORD: mümtaz, FREQ: 1
WORD: taylan, FREQ: 1
WORD: muhtar, FREQ: 1
WORD: kenan, FREQ: 1
WORD: fırat, FREQ: 1
WORD: tanış, FREQ: 1
WORD: maktul, FREQ: 1
WORD: yaşar, FREQ: 1
WORD: erol, FREQ: 1
WORD: erarslan, FREQ: 1
WORD: ramazan, FREQ: 1
WORD: burhan, FREQ: 1
WORD: yıldız, FREQ: 1
WORD: polis, FREQ: 1
WORD: i̇zzet, FREQ: 1
WORD: murat, FREQ: 1
WORD: kılıç, FREQ: 1
WORD: abidin, FREQ: 1
WORD: şafak, FREQ: 1
WORD: karali, FREQ: 1
WORD: otopsi, FREQ: 1
WORD: teknisyeni, FREQ: 1
WORD: şakir, FREQ: 1
WORD: kubilay, FREQ: 1
WORD: tunçer, FREQ: 1
WORD: muhtarın, FREQ: 1
WORD: kızı, FREQ: 1
WORD: cemile, FREQ: 1
WORD: cansu, FREQ: 1
WORD: demirci, FREQ: 1
WORD: yazıldı, FREQ: 1
WORD: temelinde, FREQ: 1
WORD: doktorluk, FREQ: 1
WORD: yaptığı, FREQ: 1
WORD: dönemde, FREQ: 1
WORD: yaşadığı, FREQ: 1
WORD: kasabasında, FREQ: 1
WORD: işlenen, FREQ: 1
WORD: cinayetin, FREQ: 1
WORD: soruşturma, FREQ: 1
WORD: süreci, FREQ: 1
WORD: öyküsüne, FREQ: 1
WORD: yakınlığını, FREQ: 1
WORD: memur, FREQ: 1
WORD: dünyasını, FREQ: 1
WORD: yakından, FREQ: 1
WORD: biliyorum, FREQ: 1
WORD: deneyimlerimi, FREQ: 1
WORD: paylaştım, FREQ: 1
WORD: kadınlar, FREQ: 1
WORD: yok, FREQ: 1
WORD: ortaya, FREQ: 1
WORD: çıkan, FREQ: 1
WORD: masumane, FREQ: 1
WORD: kadın, FREQ: 1
WORD: imgesinin, FREQ: 1
WORD: önemli, FREQ: 1
WORD: sanıyorum, FREQ: 1
WORD: sözleriyle, FREQ: 1
WORD: basın, FREQ: 1
WORD: gösterimi, FREQ: 1
WORD: önceki, FREQ: 1
WORD: gün, FREQ: 1
WORD: yapılan, FREQ: 1
WORD: toplantıda, FREQ: 1
WORD: filmdeki, FREQ: 1
WORD: bol, FREQ: 1
WORD: diyaloglar, FREQ: 1
WORD: hakkında, FREQ: 1
WORD: sorulan, FREQ: 1
WORD: sorulara, FREQ: 1
WORD: bürokrasi, FREQ: 1
WORD: konuşkanlığın, FREQ: 1
WORD: geleceğini, FREQ: 1
WORD: hikayenin, FREQ: 1
WORD: bürokrasiyle, FREQ: 1
WORD: göbek, FREQ: 1
WORD: bağı, FREQ: 1
WORD: nı, FREQ: 1
WORD: sağladı, FREQ: 1
WORD: dan, FREQ: 1
WORD: alıntı, FREQ: 1
WORD: vardır, FREQ: 1
WORD: eleştirmenlerden, FREQ: 1
WORD: övgü, FREQ: 1
WORD: dolu, FREQ: 1
WORD: yorumlar, FREQ: 1
WORD: topluluğu, FREQ: 1
WORD: sitesi, FREQ: 1
WORD: rotten, FREQ: 1
WORD: tomatoes, FREQ: 1
WORD: ta , FREQ: 1
WORD: lik, FREQ: 1
WORD: yüzde, FREQ: 1
WORD: yakaladı, FREQ: 1
WORD: te, FREQ: 1
WORD: alarak, FREQ: 1
WORD: evrensel, FREQ: 1
WORD: beğeni, FREQ: 1
WORD: statüsüyle, FREQ: 1
WORD: listelendi, FREQ: 1
WORD: fazlaca, FREQ: 1
WORD: sovyet, FREQ: 1
WORD: etkisinde, FREQ: 1
WORD: kaldığı, FREQ: 1
WORD: ileri, FREQ: 1
WORD: sürülmüştür, FREQ: 1
WORD: özellikle, FREQ: 1
WORD: tren, FREQ: 1
WORD: metaforu, FREQ: 1
WORD: siyah, FREQ: 1
WORD: köpek, FREQ: 1
WORD: rüzgarda, FREQ: 1
WORD: başakların, FREQ: 1
WORD: dalgalanması, FREQ: 1
WORD: sahneleriyle, FREQ: 1
WORD: uzun, FREQ: 1
WORD: sekanslarıyla, FREQ: 1
WORD: tarihli, FREQ: 1
WORD: i̇z, FREQ: 1
WORD: sürücü, FREQ: 1
WORD: stalker, FREQ: 1
WORD: filmine, FREQ: 1
WORD: benzediği, FREQ: 1
WORD: birebir, FREQ: 1
WORD: aynı, FREQ: 1
WORD: filmleriyle, FREQ: 1
WORD: tarkovsky’nin, FREQ: 1
WORD: ekolünü, FREQ: 1
WORD: sinemasına, FREQ: 1
WORD: iyice, FREQ: 1
WORD: oturtmuş, FREQ: 1
WORD: yazılmıştır, FREQ: 1
WORD: öykünmenin, FREQ: 1
WORD: olumlu, FREQ: 1
WORD: doğal, FREQ: 1
WORD: düşünen, FREQ: 1
WORD: yazarlar, FREQ: 1
WORD: filmlerinden, FREQ: 1
WORD: felsefi, FREQ: 1
WORD: estetik, FREQ: 1
WORD: boyutuyla, FREQ: 1
WORD: hayli, FREQ: 1
WORD: farklı, FREQ: 1
WORD: tarkovski’nin, FREQ: 1
WORD: deyimiyle, FREQ: 1
WORD: insanoğlunun, FREQ: 1
WORD: gerçeklerini, FREQ: 1
WORD: aradığını, FREQ: 1
WORD: anadolu’da”nın, FREQ: 1
WORD: dramatik, FREQ: 1
WORD: dostoyevski’yi, FREQ: 1
WORD: çehov’u, FREQ: 1
WORD: gogol’u, FREQ: 1
WORD: lirik, FREQ: 1
WORD: tarkovski’yi, FREQ: 1
WORD: rus, FREQ: 1
WORD: zvyagintsev’i, FREQ: 1
WORD: çağrıştırdığını, FREQ: 1
WORD: belirtmişlerdir, FREQ: 1
WORD: aldığı, FREQ: 1
WORD: aşağıda, FREQ: 1
WORD: listelenmiştir, FREQ: 1
WORD: haifa, FREQ: 1
WORD: dublin, FREQ: 1
WORD: makyaj, FREQ: 1
WORD: saç , FREQ: 1
WORD: cannes’da, FREQ: 1
WORD: cannesda, FREQ: 1
WORD: kez, FREQ: 1
WORD: tekrar, FREQ: 1
WORD: trtturk, FREQ: 1
WORD: haberdetay, FREQ: 1
WORD: b59f, FREQ: 1
WORD: cnnturk, FREQ: 1
WORD: anadoludaya, FREQ: 1
WORD: buyuk, FREQ: 1
WORD: odul, FREQ: 1
WORD: index, FREQ: 1
WORD: culture, FREQ: 1
WORD: story, FREQ: 1
WORD: centurys, FREQ: 1
WORD: greatest, FREQ: 1
WORD: films, FREQ: 1
WORD: sır, FREQ: 1
WORD: perdesi, FREQ: 1
WORD: biraz, FREQ: 1
WORD: aralandı, FREQ: 1
WORD: konuşkan, FREQ: 1
WORD: https, FREQ: 1
WORD: rottentomatoes, FREQ: 1
WORD: movie, FREQ: 1
WORD: gürkan, FREQ: 1
WORD: hacır, FREQ: 1
WORD: gişe, FREQ: 1
WORD: gise, FREQ: 1
WORD: suat, FREQ: 1
WORD: oktay, FREQ: 1
WORD: şenocak, FREQ: 1
WORD: anadolu’da, FREQ: 1
WORD: ülkenin, FREQ: 1
WORD: kasım, FREQ: 1
WORD: ulkenin, FREQ: 1
WORD: haberi, FREQ: 1
WORD: sinematurk, FREQ: 1
WORD: anadoluda, FREQ: 1
WORD: imdb, FREQ: 1
WORD: filmle, FREQ: 1
WORD: ilgili, FREQ: 1
WORD: koza, FREQ: 1
WORD: kasaba, FREQ: 1
WORD: sıkıntısı, FREQ: 1
WORD: uzak, FREQ: 1
WORD: i̇klimler, FREQ: 1
WORD: maymun, FREQ: 1
WORD: kış, FREQ: 1
WORD: uykusu, FREQ: 1
WORD: ahlat, FREQ: 1
WORD: ağacı, FREQ: 1
WORD: yönetmeni, FREQ: 2
WORD: dram, FREQ: 2
WORD: bosna, FREQ: 2
WORD: hersek, FREQ: 2
WORD: anatolii, FREQ: 2
WORD: yönettiği, FREQ: 2
WORD: yapımı, FREQ: 2
WORD: kırıkkale, FREQ: 2
WORD: filmler, FREQ: 2
WORD: olarak, FREQ: 2
WORD: bbc, FREQ: 2
WORD: tarafından, FREQ: 2
WORD: prodüksiyon, FREQ: 2
WORD: yazım, FREQ: 2
WORD: tepkiler, FREQ: 2
WORD: kaynakça, FREQ: 2
WORD: dış, FREQ: 2
WORD: bağlantılar, FREQ: 2
WORD: zanlı, FREQ: 2
WORD: filmde, FREQ: 2
WORD: dünyasında, FREQ: 2
WORD: olduğunu, FREQ: 2
WORD: belirtti, FREQ: 2
WORD: çehov, FREQ: 2
WORD: aldı, FREQ: 2
WORD: incelemenin, FREQ: 2
WORD: değerlendirildiği, FREQ: 2
WORD: eleştiri, FREQ: 2
WORD: üzerinden, FREQ: 2
WORD: puan, FREQ: 2
WORD: metacritic, FREQ: 2
WORD: filminin, FREQ: 2
WORD: andrey, FREQ: 2
WORD: olduğu, FREQ: 2
WORD: yapısıyla, FREQ: 2
WORD: yandan, FREQ: 2
WORD: yardımcı, FREQ: 2
WORD: uluslararası, FREQ: 2
WORD: ödülü , FREQ: 2
WORD: sabah, FREQ: 2
WORD: ntvmsnbc, FREQ: 2
WORD: id, FREQ: 2
WORD: net, FREQ: 2
WORD: atype, FREQ: 2
WORD: radikalhaberdetayv3, FREQ: 2
WORD: articleid, FREQ: 2
WORD: date, FREQ: 2
WORD: categoryid, FREQ: 2
WORD: yapamaz, FREQ: 2
WORD: aksam, FREQ: 2
WORD: dorduncukuvvetmedya, FREQ: 2
WORD: otopsisi, FREQ: 2
WORD: haber, FREQ: 2
WORD: sol, FREQ: 2
WORD: yönetmen, FREQ: 3
WORD: ebru, FREQ: 3
WORD: oyuncular, FREQ: 3
WORD: muhammet, FREQ: 3
WORD: uzuner, FREQ: 3
WORD: yılmaz, FREQ: 3
WORD: erdoğan, FREQ: 3
WORD: taner, FREQ: 3
WORD: birsel, FREQ: 3
WORD: türkiye, FREQ: 3
WORD: once, FREQ: 3
WORD: upon, FREQ: 3
WORD: time, FREQ: 3
WORD: doktor, FREQ: 3
WORD: trt, FREQ: 3
WORD: nde, FREQ: 3
WORD: ağustos, FREQ: 3
WORD: ödüller, FREQ: 3
WORD: filmleri, FREQ: 3
WORD: sinema, FREQ: 3
WORD: film , FREQ: 3
WORD: yönetmeni , FREQ: 3
WORD: sadri, FREQ: 3
WORD: alışık, FREQ: 3
WORD: jüri, FREQ: 3
WORD: asya, FREQ: 3
WORD: pasifik, FREQ: 3
WORD: kultur, FREQ: 3
WORD: sanat, FREQ: 3
WORD: aspx, FREQ: 3
WORD: html, FREQ: 3
WORD: ocak, FREQ: 3
WORD: görüntü, FREQ: 4
WORD: türkçe, FREQ: 4
WORD: ödül, FREQ: 4
WORD: tarkovski, FREQ: 4
WORD: kurgu , FREQ: 4
WORD: yönetmen , FREQ: 4
WORD: nisan, FREQ: 4
WORD: si, FREQ: 4
WORD: ercan, FREQ: 5
WORD: kesal, FREQ: 5
WORD: anatolia, FREQ: 5
WORD: filmi, FREQ: 5
WORD: filmin, FREQ: 5
WORD: cannes, FREQ: 5
WORD: festivali, FREQ: 5
WORD: tarihinde, FREQ: 5
WORD: kaynağından, FREQ: 5
WORD: arşivlendi, FREQ: 5
WORD: archive, FREQ: 5
WORD: olan, FREQ: 6
WORD: büyük, FREQ: 6
WORD: oyuncu , FREQ: 6
WORD: senaryo , FREQ: 6
WORD: radikal, FREQ: 6
WORD: erkek, FREQ: 7
WORD: org, FREQ: 7
WORD: mayıs, FREQ: 8
WORD: anadolu, FREQ: 9
WORD: siyad, FREQ: 9
WORD: sineması, FREQ: 9
WORD: erişim, FREQ: 9
WORD: tarihi, FREQ: 9
WORD: tr, FREQ: 10
WORD: web, FREQ: 10
WORD: türk, FREQ: 11
WORD: yefa, FREQ: 11
WORD: nuri, FREQ: 12
WORD: bilge, FREQ: 12
WORD: zamanlar, FREQ: 13
WORD: film, FREQ: 14
WORD: ceylan, FREQ: 23
WORD: ödülleri, FREQ: 27
WORD: i̇yi, FREQ: 27
