WORD: posteri, FREQ: 1
WORD: lar, FREQ: 2
WORD: like, FREQ: 2
WORD: you, FREQ: 2
WORD: american, FREQ: 2
WORD: madde, FREQ: 2
WORD: dennis, FREQ: 3
WORD: lehane, FREQ: 3
WORD: leonardo, FREQ: 3
WORD: dicaprio, FREQ: 3
WORD: mark, FREQ: 3
WORD: ruffalo, FREQ: 3
WORD: abd, FREQ: 3
WORD: filmi, FREQ: 3
WORD: amerika, FREQ: 3
WORD: birleşik, FREQ: 3
WORD: devletleri, FREQ: 3
WORD: zindan, FREQ: 4
WORD: kingsley, FREQ: 4
WORD: michelle, FREQ: 4
WORD: williams, FREQ: 4
WORD: ler, FREQ: 4
WORD: new, FREQ: 4
WORD: york, FREQ: 4
WORD: adası, FREQ: 5
WORD: shutter, FREQ: 5
WORD: island, FREQ: 6
WORD: martin, FREQ: 6
WORD: scorsese, FREQ: 6
