WORD: disambiguation, FREQ: 1
WORD: cop, FREQ: 1
WORD: working, FREQ: 1
WORD: resigns, FREQ: 1
WORD: rather, FREQ: 1
WORD: suspects, FREQ: 1
WORD: followed, FREQ: 1
WORD: phone, FREQ: 1
WORD: refuses, FREQ: 1
WORD: abort, FREQ: 1
WORD: mission, FREQ: 1
WORD: learns, FREQ: 1
WORD: diary, FREQ: 1
WORD: causing, FREQ: 1
WORD: worry, FREQ: 1
WORD: revealed, FREQ: 1
WORD: traced, FREQ: 1
WORD: cocaine, FREQ: 1
WORD: drop, FREQ: 1
WORD: gunfight, FREQ: 1
WORD: erupts, FREQ: 1
WORD: results, FREQ: 1
WORD: killed, FREQ: 1
WORD: confronted, FREQ: 1
WORD: admits, FREQ: 1
WORD: tries, FREQ: 1
WORD: multiple, FREQ: 1
WORD: applauded, FREQ: 1
WORD: next, FREQ: 1
WORD: everyone, FREQ: 1
WORD: force, FREQ: 1
WORD: faith, FREQ: 1
WORD: comes, FREQ: 1
WORD: restoration, FREQ: 1
WORD: paid, FREQ: 1
WORD: desk, FREQ: 1
WORD: flees, FREQ: 1
WORD: finally, FREQ: 1
WORD: realizing, FREQ: 1
WORD: enemy, FREQ: 1
WORD: fearing, FREQ: 1
WORD: retaliation, FREQ: 1
WORD: erases, FREQ: 1
WORD: records, FREQ: 1
WORD: computer, FREQ: 1
WORD: system, FREQ: 1
WORD: unaware, FREQ: 1
WORD: affair, FREQ: 1
WORD: tells, FREQ: 1
WORD: pregnant, FREQ: 1
WORD: finds, FREQ: 1
WORD: listening, FREQ: 1
WORD: cd, FREQ: 1
WORD: incriminating, FREQ: 1
WORD: unsuccessfully, FREQ: 1
WORD: assuage, FREQ: 1
WORD: suspicions, FREQ: 1
WORD: contacts, FREQ: 1
WORD: every, FREQ: 1
WORD: attorney, FREQ: 1
WORD: left, FREQ: 1
WORD: possession, FREQ: 1
WORD: intends, FREQ: 1
WORD: implicate, FREQ: 1
WORD: agree, FREQ: 1
WORD: meet, FREQ: 1
WORD: died, FREQ: 1
WORD: catches, FREQ: 1
WORD: guard, FREQ: 1
WORD: handcuffs, FREQ: 1
WORD: secretly, FREQ: 1
WORD: arranged, FREQ: 1
WORD: shocked, FREQ: 1
WORD: draws, FREQ: 1
WORD: gun, FREQ: 1
WORD: justify, FREQ: 1
WORD: exposing, FREQ: 1
WORD: accompany, FREQ: 1
WORD: requested, FREQ: 1
WORD: answer, FREQ: 1
WORD: leads, FREQ: 1
WORD: hostage, FREQ: 1
WORD: ground, FREQ: 1
WORD: afterward, FREQ: 1
WORD: headquarters, FREQ: 1
WORD: identifies, FREQ: 1
WORD: posthumously, FREQ: 1
WORD: given, FREQ: 1
WORD: medal, FREQ: 1
WORD: merit, FREQ: 1
WORD: funeral, FREQ: 1
WORD: tearful, FREQ: 1
WORD: leave, FREQ: 1
WORD: gravesite, FREQ: 1
WORD: talk, FREQ: 1
WORD: ignores, FREQ: 1
WORD: ambushed, FREQ: 1
WORD: jr, FREQ: 1
WORD: conor, FREQ: 1
WORD: donovan, FREQ: 1
WORD: young, FREQ: 1
WORD: charles, FREQ: 1
WORD: arnold, FREQ: 1
WORD: frenchy, FREQ: 1
WORD: dr, FREQ: 1
WORD: ellerby, FREQ: 1
WORD: corrigan, FREQ: 1
WORD: badge, FREQ: 1
WORD: dale, FREQ: 1
WORD: hara, FREQ: 1
WORD: fitzy, FREQ: 1
WORD: fitzgibbons, FREQ: 1
WORD: rolston, FREQ: 1
WORD: officer, FREQ: 1
WORD: timothy, FREQ: 1
WORD: lazio, FREQ: 1
WORD: kristen, FREQ: 1
WORD: dalton, FREQ: 1
WORD: gwen, FREQ: 1
WORD: bought, FREQ: 1
WORD: rights, FREQ: 1
WORD: secured, FREQ: 1
WORD: admired, FREQ: 1
WORD: set, FREQ: 1
WORD: catholic, FREQ: 1
WORD: script, FREQ: 1
WORD: board, FREQ: 1
WORD: international, FREQ: 1
WORD: announced, FREQ: 1
WORD: remaking, FREQ: 1
WORD: setting, FREQ: 1
WORD: slated, FREQ: 1
WORD: star, FREQ: 1
WORD: tentatively, FREQ: 1
WORD: scheduled, FREQ: 1
WORD: declined, FREQ: 1
WORD: favor, FREQ: 1
WORD: younger, FREQ: 1
WORD: continued, FREQ: 1
WORD: produce, FREQ: 1
WORD: instead, FREQ: 1
WORD: associate, FREQ: 1
WORD: kenneth, FREQ: 1
WORD: lonergan, FREQ: 1
WORD: suggested, FREQ: 1
WORD: however, FREQ: 1
WORD: wanted, FREQ: 1
WORD: usual, FREQ: 1
WORD: idea, FREQ: 1
WORD: basing, FREQ: 1
WORD: realism, FREQ: 1
WORD: uncertainty, FREQ: 1
WORD: wide, FREQ: 1
WORD: ranging, FREQ: 1
WORD: carte, FREQ: 1
WORD: blanche, FREQ: 1
WORD: exchange, FREQ: 1
WORD: revealing, FREQ: 1
WORD: fellow, FREQ: 1
WORD: gangsters, FREQ: 1
WORD: technical, FREQ: 1
WORD: consultant, FREQ: 1
WORD: duffy, FREQ: 1
WORD: served, FREQ: 1
WORD: decades, FREQ: 1
WORD: particularly, FREQ: 1
WORD: detective, FREQ: 1
WORD: investigating, FREQ: 1
WORD: got, FREQ: 1
WORD: greenlight, FREQ: 1
WORD: early, FREQ: 1
WORD: began, FREQ: 1
WORD: shooting, FREQ: 1
WORD: spring, FREQ: 1
WORD: location, FREQ: 1
WORD: budgetary, FREQ: 1
WORD: logistical, FREQ: 1
WORD: reasons, FREQ: 1
WORD: interiors, FREQ: 1
WORD: particular, FREQ: 1
WORD: locations, FREQ: 1
WORD: sets, FREQ: 1
WORD: tax, FREQ: 1
WORD: incentives, FREQ: 1
WORD: filmmakers, FREQ: 1
WORD: describes, FREQ: 1
WORD: major, FREQ: 1
WORD: oldest, FREQ: 1
WORD: concept, FREQ: 1
WORD: affects, FREQ: 1
WORD: emotions, FREQ: 1
WORD: self, FREQ: 1
WORD: assurance, FREQ: 1
WORD: son, FREQ: 1
WORD: foil, FREQ: 1
WORD: archetype, FREQ: 1
WORD: refers, FREQ: 1
WORD: dad, FREQ: 1
WORD: whenever, FREQ: 1
WORD: calls, FREQ: 1
WORD: inform, FREQ: 1
WORD: activities, FREQ: 1
WORD: final, FREQ: 1
WORD: scene, FREQ: 1
WORD: seen, FREQ: 1
WORD: ledge, FREQ: 1
WORD: acknowledges, FREQ: 1
WORD: taken, FREQ: 1
WORD: literally, FREQ: 1
WORD: somewhat, FREQ: 1
WORD: symbolizes, FREQ: 1
WORD: quest, FREQ: 1
WORD: strong, FREQ: 1
WORD: distrust, FREQ: 1
WORD: among, FREQ: 1
WORD: nod, FREQ: 1
WORD: white, FREQ: 1
WORD: caesar, FREQ: 1
WORD: foreshadow, FREQ: 1
WORD: manner, FREQ: 1
WORD: similar, FREQ: 1
WORD: hawks, FREQ: 1
WORD: examples, FREQ: 1
WORD: include, FREQ: 1
WORD: shots, FREQ: 1
WORD: cross, FREQ: 1
WORD: beam, FREQ: 1
WORD: supports, FREQ: 1
WORD: airport, FREQ: 1
WORD: walkway, FREQ: 1
WORD: phoning, FREQ: 1
WORD: taped, FREQ: 1
WORD: windows, FREQ: 1
WORD: thrown, FREQ: 1
WORD: tiled, FREQ: 1
WORD: hallway, FREQ: 1
WORD: canada, FREQ: 1
WORD: territories, FREQ: 1
WORD: total, FREQ: 1
WORD: gross, FREQ: 1
WORD: opening, FREQ: 1
WORD: becoming, FREQ: 1
WORD: debut, FREQ: 1
WORD: number, FREQ: 1
WORD: following, FREQ: 1
WORD: weeks, FREQ: 1
WORD: finishing, FREQ: 1
WORD: grossing, FREQ: 1
WORD: dropping, FREQ: 1
WORD: fifth, FREQ: 1
WORD: week, FREQ: 1
WORD: approval, FREQ: 1
WORD: site, FREQ: 1
WORD: consensus, FREQ: 1
WORD: reads, FREQ: 1
WORD: outstanding, FREQ: 1
WORD: excellent, FREQ: 1
WORD: thoroughly, FREQ: 1
WORD: engrossing, FREQ: 1
WORD: gritty, FREQ: 1
WORD: authenticity, FREQ: 1
WORD: soupy, FREQ: 1
WORD: morality, FREQ: 1
WORD: expect, FREQ: 1
WORD: indicating, FREQ: 1
WORD: acclaim, FREQ: 1
WORD: audiences, FREQ: 1
WORD: grade, FREQ: 1
WORD: a–, FREQ: 1
WORD: scale, FREQ: 1
WORD: put, FREQ: 1
WORD: saying, FREQ: 1
WORD: re, FREQ: 1
WORD: career, FREQ: 1
WORD: per, FREQ: 1
WORD: mafia, FREQ: 1
WORD: masterpiece, FREQ: 1
WORD: kept, FREQ: 1
WORD: streak, FREQ: 1
WORD: alive, FREQ: 1
WORD: awarded, FREQ: 1
WORD: praising, FREQ: 1
WORD: epic, FREQ: 1
WORD: tragedy, FREQ: 1
WORD: compare, FREQ: 1
WORD: favorably, FREQ: 1
WORD: onslaught, FREQ: 1
WORD: banality, FREQ: 1
WORD: offered, FREQ: 1
WORD: studios, FREQ: 1
WORD: recent, FREQ: 1
WORD: doldrums, FREQ: 1
WORD: lately, FREQ: 1
WORD: needed, FREQ: 1
WORD: tonic, FREQ: 1
WORD: claim, FREQ: 1
WORD: deserves, FREQ: 1
WORD: ranked, FREQ: 1
WORD: alongside, FREQ: 1
WORD: successes, FREQ: 1
WORD: andrew, FREQ: 1
WORD: co, FREQ: 1
WORD: interviewed, FREQ: 1
WORD: newspaper, FREQ: 1
WORD: apple, FREQ: 1
WORD: course, FREQ: 1
WORD: think, FREQ: 1
WORD: pretty, FREQ: 1
WORD: attuned, FREQ: 1
WORD: culture, FREQ: 1
WORD: actors, FREQ: 1
WORD: compares, FREQ: 1
WORD: long, FREQ: 1
WORD: combined, FREQ: 1
WORD: together, FREQ: 1
WORD: pointed, FREQ: 1
WORD: quotes, FREQ: 1
WORD: swearing, FREQ: 1
WORD: ultimately, FREQ: 1
WORD: rated, FREQ: 1
WORD: worth, FREQ: 1
WORD: though, FREQ: 1
WORD: according, FREQ: 1
WORD: spokeswoman, FREQ: 1
WORD: tam, FREQ: 1
WORD: combination, FREQ: 1
WORD: female, FREQ: 1
WORD: storyline, FREQ: 1
WORD: disappointed, FREQ: 1
WORD: hoberman, FREQ: 1
WORD: overwrought, FREQ: 1
WORD: may, FREQ: 1
WORD: nothing, FREQ: 1
WORD: wouldn, FREQ: 1
WORD: cured, FREQ: 1
WORD: losing, FREQ: 1
WORD: maybe, FREQ: 1
WORD: half, FREQ: 1
WORD: hour, FREQ: 1
WORD: bottom, FREQ: 1
WORD: sell, FREQ: 1
WORD: hambone, FREQ: 1
WORD: mephistopheles, FREQ: 1
WORD: soul, FREQ: 1
WORD: appeared, FREQ: 1
WORD: carrie, FREQ: 1
WORD: rickey, FREQ: 1
WORD: morgenstern, FREQ: 1
WORD: journal, FREQ: 1
WORD: ruthe, FREQ: 1
WORD: stein, FREQ: 1
WORD: rea, FREQ: 1
WORD: travers, FREQ: 1
WORD: scott, FREQ: 1
WORD: tobias, FREQ: 1
WORD: joshua, FREQ: 1
WORD: rothkopf, FREQ: 1
WORD: arkansas, FREQ: 1
WORD: democrat, FREQ: 1
WORD: kaltenbach, FREQ: 1
WORD: adam, FREQ: 1
WORD: kempenaar, FREQ: 1
WORD: filmspotting, FREQ: 1
WORD: keith, FREQ: 1
WORD: phipps, FREQ: 1
WORD: kyle, FREQ: 1
WORD: oregonian, FREQ: 1
WORD: havis, FREQ: 1
WORD: schickel, FREQ: 1
WORD: scheck, FREQ: 1
WORD: glenn, FREQ: 1
WORD: kenny, FREQ: 1
WORD: premiere, FREQ: 1
WORD: savlov, FREQ: 1
WORD: austin, FREQ: 1
WORD: wilmington, FREQ: 1
WORD: tribune, FREQ: 1
WORD: ansen, FREQ: 1
WORD: newsweek, FREQ: 1
WORD: crust, FREQ: 1
WORD: los, FREQ: 1
WORD: angeles, FREQ: 1
WORD: lisa, FREQ: 1
WORD: schwarzbaum, FREQ: 1
WORD: stephen, FREQ: 1
WORD: ann, FREQ: 1
WORD: hornaday, FREQ: 1
WORD: mathews, FREQ: 1
WORD: rabin, FREQ: 1
WORD: ty, FREQ: 1
WORD: burr, FREQ: 1
WORD: lee, FREQ: 1
WORD: noel, FREQ: 1
WORD: hartlaub, FREQ: 1
WORD: sragow, FREQ: 1
WORD: claudia, FREQ: 1
WORD: puig, FREQ: 1
WORD: usa, FREQ: 1
WORD: today, FREQ: 1
WORD: desson, FREQ: 1
WORD: thomson, FREQ: 1
WORD: lou, FREQ: 1
WORD: lumenick, FREQ: 1
WORD: rechtshaffen, FREQ: 1
WORD: article, FREQ: 1
WORD: received, FREQ: 1
WORD: five, FREQ: 1
WORD: performance, FREQ: 1
WORD: arkin, FREQ: 1
WORD: sunshine, FREQ: 1
WORD: six, FREQ: 1
WORD: losses, FREQ: 1
WORD: deserved, FREQ: 1
WORD: prior, FREQ: 1
WORD: efforts, FREQ: 1
WORD: calling, FREQ: 1
WORD: lifetime, FREQ: 1
WORD: achievement, FREQ: 1
WORD: lesser, FREQ: 1
WORD: joked, FREQ: 1
WORD: ve, FREQ: 1
WORD: done, FREQ: 1
WORD: ensemble, FREQ: 1
WORD: institute, FREQ: 1
WORD: full, FREQ: 1
WORD: screen, FREQ: 1
WORD: widescreen, FREQ: 1
WORD: contains, FREQ: 1
WORD: deleted, FREQ: 1
WORD: influence, FREQ: 1
WORD: york’s, FREQ: 1
WORD: turner, FREQ: 1
WORD: documentary, FREQ: 1
WORD: titled, FREQ: 1
WORD: crimes, FREQ: 1
WORD: influenced, FREQ: 1
WORD: creating, FREQ: 1
WORD: upon, FREQ: 1
WORD: region, FREQ: 1
WORD: audio, FREQ: 1
WORD: dolby, FREQ: 1
WORD: digital, FREQ: 1
WORD: subtitle, FREQ: 1
WORD: hd, FREQ: 1
WORD: blu, FREQ: 1
WORD: standard, FREQ: 1
WORD: definition, FREQ: 1
WORD: packaged, FREQ: 1
WORD: steelbook, FREQ: 1
WORD: winning, FREQ: 1
WORD: market, FREQ: 1
WORD: format, FREQ: 1
WORD: vhs, FREQ: 1
WORD: totally, FREQ: 1
WORD: phased, FREQ: 1
WORD: start, FREQ: 1
WORD: composed, FREQ: 1
WORD: mostly, FREQ: 1
WORD: used, FREQ: 1
WORD: various, FREQ: 1
WORD: artists, FREQ: 1
WORD: genre, FREQ: 1
WORD: label, FREQ: 1
WORD: sunset, FREQ: 1
WORD: robbie, FREQ: 1
WORD: robertson, FREQ: 1
WORD: hand, FREQ: 1
WORD: picking, FREQ: 1
WORD: opens, FREQ: 1
WORD: prominently, FREQ: 1
WORD: plays, FREQ: 1
WORD: lyrics, FREQ: 1
WORD: woody, FREQ: 1
WORD: guthrie, FREQ: 1
WORD: gained, FREQ: 1
WORD: popularity, FREQ: 1
WORD: platinum, FREQ: 1
WORD: selling, FREQ: 1
WORD: features, FREQ: 1
WORD: pink, FREQ: 1
WORD: floyd, FREQ: 1
WORD: berlin, FREQ: 1
WORD: concert, FREQ: 1
WORD: rick, FREQ: 1
WORD: danko, FREQ: 1
WORD: levon, FREQ: 1
WORD: helm, FREQ: 1
WORD: garth, FREQ: 1
WORD: twice, FREQ: 1
WORD: song, FREQ: 1
WORD: appear, FREQ: 1
WORD: heard, FREQ: 1
WORD: thief, FREQ: 1
WORD: nas, FREQ: 1
WORD: lennon, FREQ: 1
WORD: cuba, FREQ: 1
WORD: act, FREQ: 1
WORD: sextet, FREQ: 1
WORD: donizetti, FREQ: 1
WORD: lucia, FREQ: 1
WORD: di, FREQ: 1
WORD: lammermoor, FREQ: 1
WORD: closes, FREQ: 1
WORD: cover, FREQ: 1
WORD: gibson, FREQ: 1
WORD: track, FREQ: 1
WORD: listing, FREQ: 1
WORD: title, FREQ: 1
WORD: length, FREQ: 1
WORD: feat, FREQ: 1
WORD: sail, FREQ: 1
WORD: sailor, FREQ: 1
WORD: beach, FREQ: 1
WORD: boys, FREQ: 1
WORD: allman, FREQ: 1
WORD: blue, FREQ: 1
WORD: badfinger, FREQ: 1
WORD: nobody, FREQ: 1
WORD: human, FREQ: 1
WORD: beinz, FREQ: 1
WORD: tweedle, FREQ: 1
WORD: dee, FREQ: 1
WORD: lavern, FREQ: 1
WORD: baker, FREQ: 1
WORD: patsy, FREQ: 1
WORD: cline, FREQ: 1
WORD: beacon, FREQ: 1
WORD: hill, FREQ: 1
WORD: guitarists, FREQ: 1
WORD: larry, FREQ: 1
WORD: saltzman, FREQ: 1
WORD: studio, FREQ: 1
WORD: described, FREQ: 1
WORD: lethal, FREQ: 1
WORD: cited, FREQ: 1
WORD: guitar, FREQ: 1
WORD: murder, FREQ: 1
WORD: contract, FREQ: 1
WORD: zither, FREQ: 1
WORD: debarted, FREQ: 1
WORD: episode, FREQ: 1
WORD: simpsons, FREQ: 1
WORD: parodies, FREQ: 1
WORD: criminal, FREQ: 1
WORD: justice, FREQ: 1
WORD: kennedy, FREQ: 1
WORD: helen, FREQ: 1
WORD: notorious, FREQ: 1
WORD: org, FREQ: 1
WORD: arts, FREQ: 1
WORD: sciences, FREQ: 1
WORD: kit, FREQ: 1
WORD: zorianna, FREQ: 1
WORD: gardner, FREQ: 1
WORD: pays, FREQ: 1
WORD: deal, FREQ: 1
WORD: memo, FREQ: 1
WORD: volume, FREQ: 1
WORD: issues, FREQ: 1
WORD: baskerville, FREQ: 1
WORD: communications, FREQ: 1
WORD: corporation, FREQ: 1
WORD: hayes, FREQ: 1
WORD: dade, FREQ: 1
WORD: filmmaker, FREQ: 1
WORD: threatens, FREQ: 1
WORD: eclipse, FREQ: 1
WORD: actorly, FREQ: 1
WORD: exploits, FREQ: 1
WORD: tabloid, FREQ: 1
WORD: mitchell, FREQ: 1
WORD: elvis, FREQ: 1
WORD: escape, FREQ: 1
WORD: leo, FREQ: 1
WORD: lead, FREQ: 1
WORD: upi, FREQ: 1
WORD: julian, FREQ: 1
WORD: roman, FREQ: 1
WORD: smell, FREQ: 1
WORD: movieweb, FREQ: 1
WORD: fee, FREQ: 1
WORD: gayle, FREQ: 1
WORD: brokaw, FREQ: 1
WORD: filming, FREQ: 1
WORD: profitability, FREQ: 1
WORD: schemes, FREQ: 1
WORD: republic, FREQ: 1
WORD: topel, FREQ: 1
WORD: fred, FREQ: 1
WORD: canmag, FREQ: 1
WORD: marks, FREQ: 1
WORD: muscles, FREQ: 1
WORD: massacre, FREQ: 1
WORD: borat, FREQ: 1
WORD: bombards, FREQ: 1
WORD: flixter, FREQ: 1
WORD: permanent, FREQ: 1
WORD: geier, FREQ: 1
WORD: thom, FREQ: 1
WORD: jensen, FREQ: 1
WORD: jeff, FREQ: 1
WORD: tina, FREQ: 1
WORD: et, FREQ: 1
WORD: al, FREQ: 1
WORD: tv, FREQ: 1
WORD: shows, FREQ: 1
WORD: books, FREQ: 1
WORD: episodes, FREQ: 1
WORD: dresses, FREQ: 1
WORD: videos, FREQ: 1
WORD: trends, FREQ: 1
WORD: entertained, FREQ: 1
WORD: us, FREQ: 1
WORD: review, FREQ: 1
WORD: net, FREQ: 1
WORD: says, FREQ: 1
WORD: london, FREQ: 1
WORD: guardian, FREQ: 1
WORD: comments, FREQ: 1
WORD: chinese, FREQ: 1
WORD: bait, FREQ: 1
WORD: switch, FREQ: 1
WORD: associated, FREQ: 1
WORD: nbc, FREQ: 1
WORD: wray, FREQ: 1
WORD: ulf, FREQ: 1
WORD: stabe, FREQ: 1
WORD: dga, FREQ: 1
WORD: honors, FREQ: 1
WORD: monsters, FREQ: 1
WORD: afi, FREQ: 1
WORD: nominees, FREQ: 1
WORD: pdf, FREQ: 1
WORD: july, FREQ: 1
WORD: maint, FREQ: 1
WORD: bot, FREQ: 1
WORD: url, FREQ: 1
WORD: unknown, FREQ: 1
WORD: extra, FREQ: 1
WORD: virginian, FREQ: 1
WORD: pilot, FREQ: 1
WORD: balfour, FREQ: 1
WORD: transcripts, FREQ: 1
WORD: conference, FREQ: 1
WORD: sessions, FREQ: 1
WORD: popentertainment, FREQ: 1
WORD: wikiquote, FREQ: 1
WORD: quotations, FREQ: 1
WORD: website, FREQ: 1
WORD: internet, FREQ: 1
WORD: tcm, FREQ: 1
WORD: allmovie, FREQ: 1
WORD: knocking, FREQ: 1
WORD: door, FREQ: 1
WORD: boxcar, FREQ: 1
WORD: bertha, FREQ: 1
WORD: mean, FREQ: 1
WORD: streets, FREQ: 1
WORD: doesn, FREQ: 1
WORD: anymore, FREQ: 1
WORD: hours, FREQ: 1
WORD: color, FREQ: 1
WORD: money, FREQ: 1
WORD: temptation, FREQ: 1
WORD: christ, FREQ: 1
WORD: segment, FREQ: 1
WORD: lessons, FREQ: 1
WORD: cape, FREQ: 1
WORD: fear, FREQ: 1
WORD: age, FREQ: 1
WORD: innocence, FREQ: 1
WORD: casino, FREQ: 1
WORD: kundun, FREQ: 1
WORD: bringing, FREQ: 1
WORD: gangs, FREQ: 1
WORD: aviator, FREQ: 1
WORD: shutter, FREQ: 1
WORD: island, FREQ: 1
WORD: hugo, FREQ: 1
WORD: wolf, FREQ: 1
WORD: nice, FREQ: 1
WORD: just, FREQ: 1
WORD: shave, FREQ: 1
WORD: milan, FREQ: 1
WORD: key, FREQ: 1
WORD: reserva, FREQ: 1
WORD: audition, FREQ: 1
WORD: amazing, FREQ: 1
WORD: boardwalk, FREQ: 1
WORD: vinyl, FREQ: 1
WORD: documentaries, FREQ: 1
WORD: italianamerican, FREQ: 1
WORD: boy, FREQ: 1
WORD: prince, FREQ: 1
WORD: waltz, FREQ: 1
WORD: journey, FREQ: 1
WORD: voyage, FREQ: 1
WORD: blues, FREQ: 1
WORD: feel, FREQ: 1
WORD: direction, FREQ: 1
WORD: shine, FREQ: 1
WORD: light, FREQ: 1
WORD: letter, FREQ: 1
WORD: elia, FREQ: 1
WORD: public, FREQ: 1
WORD: speaking, FREQ: 1
WORD: harrison, FREQ: 1
WORD: living, FREQ: 1
WORD: material, FREQ: 1
WORD: argument, FREQ: 1
WORD: niro, FREQ: 1
WORD: scissors, FREQ: 1
WORD: mighty, FREQ: 1
WORD: heart, FREQ: 1
WORD: assassination, FREQ: 1
WORD: jesse, FREQ: 1
WORD: coward, FREQ: 1
WORD: ford, FREQ: 1
WORD: eat, FREQ: 1
WORD: pray, FREQ: 1
WORD: tree, FREQ: 1
WORD: moneyball, FREQ: 1
WORD: killing, FREQ: 1
WORD: softly, FREQ: 1
WORD: machine, FREQ: 1
WORD: articles, FREQ: 1
WORD: rusty, FREQ: 1
WORD: douglas, FREQ: 1
WORD: wings, FREQ: 1
WORD: broadway, FREQ: 1
WORD: melody, FREQ: 1
WORD: quiet, FREQ: 1
WORD: western, FREQ: 1
WORD: front, FREQ: 1
WORD: cimarron, FREQ: 1
WORD: grand, FREQ: 1
WORD: cavalcade, FREQ: 1
WORD: happened, FREQ: 1
WORD: mutiny, FREQ: 1
WORD: bounty, FREQ: 1
WORD: emile, FREQ: 1
WORD: zola, FREQ: 1
WORD: can, FREQ: 1
WORD: take, FREQ: 1
WORD: wind, FREQ: 1
WORD: green, FREQ: 1
WORD: valley, FREQ: 1
WORD: mrs, FREQ: 1
WORD: miniver, FREQ: 1
WORD: casablanca, FREQ: 1
WORD: lives, FREQ: 1
WORD: gentleman, FREQ: 1
WORD: agreement, FREQ: 1
WORD: hamlet, FREQ: 1
WORD: eve, FREQ: 1
WORD: paris, FREQ: 1
WORD: show, FREQ: 1
WORD: earth, FREQ: 1
WORD: eternity, FREQ: 1
WORD: waterfront, FREQ: 1
WORD: marty, FREQ: 1
WORD: around, FREQ: 1
WORD: days, FREQ: 1
WORD: bridge, FREQ: 1
WORD: river, FREQ: 1
WORD: kwai, FREQ: 1
WORD: gigi, FREQ: 1
WORD: ben, FREQ: 1
WORD: hur, FREQ: 1
WORD: west, FREQ: 1
WORD: side, FREQ: 1
WORD: lawrence, FREQ: 1
WORD: arabia, FREQ: 1
WORD: jones, FREQ: 1
WORD: fair, FREQ: 1
WORD: lady, FREQ: 1
WORD: sound, FREQ: 1
WORD: seasons, FREQ: 1
WORD: midnight, FREQ: 1
WORD: cowboy, FREQ: 1
WORD: patton, FREQ: 1
WORD: connection, FREQ: 1
WORD: flew, FREQ: 1
WORD: cuckoo, FREQ: 1
WORD: nest, FREQ: 1
WORD: rocky, FREQ: 1
WORD: annie, FREQ: 1
WORD: hall, FREQ: 1
WORD: deer, FREQ: 1
WORD: ordinary, FREQ: 1
WORD: people, FREQ: 1
WORD: chariots, FREQ: 1
WORD: gandhi, FREQ: 1
WORD: endearment, FREQ: 1
WORD: amadeus, FREQ: 1
WORD: africa, FREQ: 1
WORD: platoon, FREQ: 1
WORD: emperor, FREQ: 1
WORD: rain, FREQ: 1
