WORD: yapımcı, FREQ: 1
WORD: ölüme, FREQ: 1
WORD: yol, FREQ: 1
WORD: açan, FREQ: 1
WORD: trafik, FREQ: 1
WORD: kazasının, FREQ: 1
WORD: sorumluluğunu, FREQ: 1
WORD: almamak, FREQ: 1
WORD: sırada, FREQ: 1
WORD: araçta, FREQ: 1
WORD: bulunmayan, FREQ: 1
WORD: şoförü, FREQ: 1
WORD: eyüp’e, FREQ: 1
WORD: para, FREQ: 1
WORD: verip, FREQ: 1
WORD: yalan, FREQ: 1
WORD: söyleterek, FREQ: 1
WORD: kendisinin, FREQ: 1
WORD: girmeye, FREQ: 1
WORD: ikna, FREQ: 1
WORD: seçimde, FREQ: 1
WORD: kaybeden, FREQ: 1
WORD: hapisteki, FREQ: 1
WORD: karısı, FREQ: 1
WORD: le, FREQ: 1
WORD: ilişki, FREQ: 1
WORD: kurar, FREQ: 1
WORD: durumu, FREQ: 1
WORD: eden, FREQ: 1
WORD: annesini, FREQ: 1
WORD: suçlar, FREQ: 1
WORD: yıl, FREQ: 1
WORD: hapisten, FREQ: 1
WORD: çıkan, FREQ: 1
WORD: olanları, FREQ: 1
WORD: namusunu, FREQ: 1
WORD: temizlemek, FREQ: 1
WORD: amacıyla, FREQ: 1
WORD: öldürünce, FREQ: 1
WORD: girmesini, FREQ: 1
WORD: önlemek, FREQ: 1
WORD: patronunun, FREQ: 1
WORD: kendisine, FREQ: 1
WORD: teklifi, FREQ: 1
WORD: kimsesiz, FREQ: 1
WORD: gariban, FREQ: 1
WORD: gence, FREQ: 1
WORD: yapacaktır, FREQ: 1
WORD: bayram, FREQ: 1
WORD: çocuk, FREQ: 1
WORD: aile, FREQ: 1
WORD: üyelerini, FREQ: 1
WORD: oynatan, FREQ: 1
WORD: kez, FREQ: 1
WORD: farklı, FREQ: 1
WORD: kadroyla, FREQ: 1
WORD: çalışmayı, FREQ: 1
WORD: tercih, FREQ: 1
WORD: kendisi, FREQ: 1
WORD: kartal, FREQ: 1
WORD: mekânlarına, FREQ: 1
WORD: benzeyen, FREQ: 1
WORD: çevrede, FREQ: 1
WORD: büyümüş, FREQ: 1
WORD: la, FREQ: 1
WORD: çalışmaya, FREQ: 1
WORD: karşılıklı, FREQ: 1
WORD: oynadıkları, FREQ: 1
WORD: çekiminin, FREQ: 1
WORD: verdi, FREQ: 1
WORD: üniversitesi, FREQ: 1
WORD: konservatuvarı, FREQ: 1
WORD: mezunu, FREQ: 1
WORD: yirmi, FREQ: 1
WORD: yaşındaki, FREQ: 1
WORD: oyuncunun, FREQ: 1
WORD: ikinci, FREQ: 1
WORD: filmden, FREQ: 1
WORD: karede, FREQ: 1
WORD: canlandıracak, FREQ: 1
WORD: amatör, FREQ: 1
WORD: sayıda, FREQ: 1
WORD: araştırıldı, FREQ: 1
WORD: sokaklardan, FREQ: 1
WORD: kast, FREQ: 1
WORD: ajanslarından, FREQ: 1
WORD: kişiyle, FREQ: 1
WORD: çekimleri, FREQ: 1
WORD: arayışların, FREQ: 1
WORD: sonunda, FREQ: 1
WORD: önerisi, FREQ: 1
WORD: üzerine, FREQ: 1
WORD: görüşülen, FREQ: 1
WORD: oynamasına, FREQ: 1
WORD: verildi, FREQ: 1
WORD: tiyatroları, FREQ: 1
WORD: oyuncusu, FREQ: 1
WORD: deneyimi, FREQ: 1
WORD: kocası, FREQ: 1
WORD: babası, FREQ: 1
WORD: şarkıcı, FREQ: 1
WORD: yazı, FREQ: 1
WORD: sonbaharında, FREQ: 1
WORD: yedikule, FREQ: 1
WORD: semtinde, FREQ: 1
WORD: yaklaşık, FREQ: 1
WORD: ay, FREQ: 1
WORD: sürdü, FREQ: 1
WORD: aksine, FREQ: 1
WORD: çalışmaları, FREQ: 1
WORD: tamamlandı, FREQ: 1
WORD: şubat, FREQ: 1
WORD: girmeden, FREQ: 1
WORD: ülkeye, FREQ: 1
WORD: satıldığı, FREQ: 1
WORD: açıklandı, FREQ: 1
WORD: i̇ngiltere, FREQ: 1
WORD: i̇rlanda, FREQ: 1
WORD: i̇sviçre, FREQ: 1
WORD: hollanda, FREQ: 1
WORD: belçika, FREQ: 1
WORD: lüksemburg, FREQ: 1
WORD: yunanistan, FREQ: 1
WORD: rusya, FREQ: 1
WORD: baltık, FREQ: 1
WORD: ülkeleri, FREQ: 1
WORD: ülkeler, FREQ: 1
WORD: arasındadır, FREQ: 1
WORD: roma, FREQ: 1
WORD: kökenli, FREQ: 1
WORD: bim, FREQ: 1
WORD: aracılığıyla, FREQ: 1
WORD: tayvan, FREQ: 1
WORD: edildi, FREQ: 1
WORD: yarışma, FREQ: 1
WORD: hakkı, FREQ: 1
WORD: elde, FREQ: 1
WORD: düzenlenen, FREQ: 1
WORD: gösterimin, FREQ: 1
WORD: eleştirmen, FREQ: 1
WORD: mehmet, FREQ: 1
WORD: basutçu, FREQ: 1
WORD: filmiyle, FREQ: 1
WORD: aştığını, FREQ: 1
WORD: sineması, FREQ: 1
WORD: önemli, FREQ: 1
WORD: aşamalar, FREQ: 1
WORD: kaydediyor, FREQ: 1
WORD: sözleriyle, FREQ: 1
WORD: ifade, FREQ: 1
WORD: kişisel, FREQ: 1
WORD: özgün, FREQ: 1
WORD: olduğunu, FREQ: 1
WORD: belirtti, FREQ: 1
WORD: vecdi, FREQ: 1
WORD: sayar, FREQ: 1
WORD: sinemasını, FREQ: 1
WORD: yüksek, FREQ: 1
WORD: noktaya, FREQ: 1
WORD: getirdiğine, FREQ: 1
WORD: dikkat, FREQ: 1
WORD: çekerek, FREQ: 1
WORD: oyuncuların, FREQ: 1
WORD: performansını, FREQ: 1
WORD: övdü, FREQ: 1
WORD: alabileceği, FREQ: 1
WORD: görüşünü, FREQ: 1
WORD: dile, FREQ: 1
WORD: getirdi, FREQ: 1
WORD: gecesi, FREQ: 1
WORD: yapılan, FREQ: 1
WORD: töreninde, FREQ: 1
WORD: değer, FREQ: 1
WORD: ödülünü, FREQ: 1
WORD: alırken, FREQ: 1
WORD: konuşmada, FREQ: 1
WORD: birisine, FREQ: 1
WORD: ithaf, FREQ: 1
WORD: etmek, FREQ: 1
WORD: istiyorum, FREQ: 1
WORD: tutkuyla, FREQ: 1
WORD: sevdiğim, FREQ: 1
WORD: yalnız, FREQ: 1
WORD: güzel, FREQ: 1
WORD: ülkem, FREQ: 1
WORD: türkiye’ye, FREQ: 1
WORD: ifadesini, FREQ: 1
WORD: kullandı, FREQ: 1
WORD: yılında, FREQ: 1
WORD: verilecek, FREQ: 1
WORD: adına, FREQ: 1
WORD: yarışmak, FREQ: 1
WORD: seçildi, FREQ: 1
WORD: dal, FREQ: 1
WORD: gönderilen, FREQ: 1
WORD: arasından, FREQ: 1
WORD: aldı, FREQ: 1
WORD: tarafından, FREQ: 1
WORD: belirlenen, FREQ: 1
WORD: giremedi, FREQ: 1
WORD: olamadı, FREQ: 1
WORD: dağıtan, FREQ: 1
WORD: türkiyenin, FREQ: 1
WORD: bilinen, FREQ: 1
WORD: ödüle, FREQ: 1
WORD: genç, FREQ: 1
WORD: yetenek, FREQ: 1
WORD: siyad, FREQ: 1
WORD: kazanmaya, FREQ: 1
WORD: sanat, FREQ: 1
WORD: osian, FREQ: 1
WORD: cinefan, FREQ: 1
WORD: haifa, FREQ: 1
WORD: golden, FREQ: 1
WORD: anchos, FREQ: 1
WORD: asia, FREQ: 1
WORD: pasific, FREQ: 1
WORD: screen, FREQ: 1
WORD: larının, FREQ: 1
WORD: verildiği, FREQ: 1
WORD: kıtasındaki, FREQ: 1
WORD: incelenerek, FREQ: 1
WORD: tıpkı, FREQ: 1
WORD: oscardaki, FREQ: 1
WORD: adaylar, FREQ: 1
WORD: belli, FREQ: 1
WORD: olur, FREQ: 1
WORD: seçim, FREQ: 1
WORD: yapılır, FREQ: 1
WORD: festival, FREQ: 1
WORD: unvanını, FREQ: 1
WORD: kazandırdı, FREQ: 1
WORD: tulpan, FREQ: 1
WORD: manaki, FREQ: 1
WORD: brothers, FREQ: 1
WORD: camera, FREQ: 1
WORD: mosfilm, FREQ: 1
WORD: special, FREQ: 1
WORD: mention, FREQ: 1
WORD: mansiyon, FREQ: 1
WORD: maddede, FREQ: 1
WORD: gösterilmiş, FREQ: 1
WORD: kaynak, FREQ: 1
WORD: gösterme, FREQ: 1
WORD: şablonları, FREQ: 1
WORD: düzenlenmelidir, FREQ: 1
WORD: story, FREQ: 1
WORD: yolcusu, FREQ: 1
WORD: sesleri, FREQ: 1
WORD: maymun’u, FREQ: 1
WORD: oynama, FREQ: 1
WORD: kendin, FREQ: 1
WORD: ol, FREQ: 1
WORD: php, FREQ: 1
WORD: mid, FREQ: 1
WORD: eleştirmenlerden, FREQ: 1
WORD: maymun’a, FREQ: 1
WORD: övgü, FREQ: 1
WORD: cannes’da, FREQ: 1
WORD: ceylan’ın, FREQ: 1
WORD: best, FREQ: 1
WORD: director, FREQ: 1
WORD: resmi, FREQ: 1
WORD: metin, FREQ: 1
WORD: çulhaoğlu, FREQ: 1
WORD: konuşmayla, FREQ: 1
WORD: yorum, FREQ: 1
WORD: yazısı, FREQ: 1
WORD: oscar’da, FREQ: 1
WORD: geçti, FREQ: 1
WORD: nine, FREQ: 1
WORD: vie, FREQ: 1
WORD: foreign, FREQ: 1
WORD: language, FREQ: 1
WORD: adaylarına, FREQ: 1
WORD: button’, FREQ: 1
WORD: damgası, FREQ: 1
WORD: site, FREQ: 1
WORD: imdb, FREQ: 1
WORD: söyleşisi, FREQ: 1
WORD: gece, FREQ: 1
WORD: gündüz, FREQ: 1
WORD: programı, FREQ: 1
WORD: dalgıç, FREQ: 1
WORD: kelebek, FREQ: 1
WORD: mutluluk, FREQ: 1
WORD: özgü, FREQ: 1
WORD: namal, FREQ: 1
WORD: yönettiği, FREQ: 1
WORD: zamanlar, FREQ: 1
WORD: anadolu, FREQ: 1
WORD: kış, FREQ: 1
WORD: uykusu, FREQ: 1
WORD: ahlat, FREQ: 1
WORD: ağacı, FREQ: 1
WORD: ebru, FREQ: 2
WORD: cafer, FREQ: 2
WORD: köse, FREQ: 2
WORD: gürkan, FREQ: 2
WORD: aydın, FREQ: 2
WORD: kurgu, FREQ: 2
WORD: three, FREQ: 2
WORD: monkeys, FREQ: 2
WORD: resmî, FREQ: 2
WORD: sitesi, FREQ: 2
WORD: fransa, FREQ: 2
WORD: yarışmalı, FREQ: 2
WORD: bölümüne, FREQ: 2
WORD: kabul, FREQ: 2
WORD: toplamda, FREQ: 2
WORD: genel, FREQ: 2
WORD: altın, FREQ: 2
WORD: palmiye, FREQ: 2
WORD: yabancı, FREQ: 2
WORD: dalında, FREQ: 2
WORD: adayı, FREQ: 2
WORD: arasında, FREQ: 2
WORD: yer, FREQ: 2
WORD: arasına, FREQ: 2
WORD: konusu, FREQ: 2
WORD: canlandırdıkları, FREQ: 2
WORD: karakterler, FREQ: 2
WORD: öncesi, FREQ: 2
WORD: festivaller, FREQ: 2
WORD: dış, FREQ: 2
WORD: bağlantılar, FREQ: 2
WORD: hapse, FREQ: 2
WORD: eder, FREQ: 2
WORD: fark, FREQ: 2
WORD: oğlu, FREQ: 2
WORD: yaptığı, FREQ: 2
WORD: filmleri, FREQ: 2
WORD: koza, FREQ: 2
WORD: kasaba, FREQ: 2
WORD: sıkıntısı, FREQ: 2
WORD: canlandırdı, FREQ: 2
WORD: deneme, FREQ: 2
WORD: karar, FREQ: 2
WORD: devlet, FREQ: 2
WORD: oldu, FREQ: 2
WORD: profesyonel, FREQ: 2
WORD: pek, FREQ: 2
WORD: yapıldı, FREQ: 2
WORD: hindistan, FREQ: 2
WORD: girdi, FREQ: 2
WORD: eleştirmenler, FREQ: 2
WORD: gün, FREQ: 2
WORD: festivalde, FREQ: 2
WORD: elemeyi, FREQ: 2
WORD: gösterilen, FREQ: 2
WORD: layık, FREQ: 2
WORD: senaryo, FREQ: 2
WORD: yardımcı, FREQ: 2
WORD: özel, FREQ: 2
WORD: yönetimi, FREQ: 2
WORD: awards, FREQ: 2
WORD: filmler, FREQ: 2
WORD: maymun’, FREQ: 2
WORD: radikal, FREQ: 2
WORD: gazetesi, FREQ: 2
WORD: news, FREQ: 2
WORD: for, FREQ: 2
WORD: ilgili, FREQ: 2
WORD: oyuncular, FREQ: 3
WORD: yönetmeni, FREQ: 3
WORD: sinema, FREQ: 3
WORD: ekim, FREQ: 3
WORD: i̇talya, FREQ: 3
WORD: filmidir, FREQ: 3
WORD: ailenin, FREQ: 3
WORD: akademi, FREQ: 3
WORD: türk, FREQ: 3
WORD: çekimler, FREQ: 3
WORD: sonrası, FREQ: 3
WORD: ödüller, FREQ: 3
WORD: kaynaklar, FREQ: 3
WORD: önceki, FREQ: 3
WORD: etti, FREQ: 3
WORD: i̇stanbul, FREQ: 3
WORD: gösterime, FREQ: 3
WORD: geçen, FREQ: 3
WORD: görüldü, FREQ: 3
WORD: kadın, FREQ: 3
WORD: performansı, FREQ: 3
WORD: asya, FREQ: 3
WORD: nbcfilm, FREQ: 3
WORD: ahmet, FREQ: 4
WORD: görüntü, FREQ: 4
WORD: filmi, FREQ: 4
WORD: mayıs, FREQ: 4
WORD: olarak, FREQ: 4
WORD: i̇yi, FREQ: 4
WORD: aday, FREQ: 4
WORD: ardından, FREQ: 4
WORD: servet, FREQ: 4
WORD: ilk, FREQ: 4
WORD: eylül, FREQ: 4
WORD: yeşilçam, FREQ: 4
WORD: erkek, FREQ: 4
WORD: ercan, FREQ: 5
WORD: kesal, FREQ: 5
WORD: rıfat, FREQ: 5
WORD: yönetmenin, FREQ: 5
WORD: uzak, FREQ: 5
WORD: filmin, FREQ: 5
WORD: nde, FREQ: 5
WORD: ödülleri, FREQ: 5
WORD: çekim, FREQ: 5
WORD: i̇smail, FREQ: 5
WORD: dalda, FREQ: 5
WORD: yavuz, FREQ: 6
WORD: bingöl, FREQ: 6
WORD: hatice, FREQ: 6
WORD: şungar, FREQ: 6
WORD: türkiye, FREQ: 6
WORD: i̇klimler, FREQ: 6
WORD: ödülü, FREQ: 6
WORD: ödül, FREQ: 6
WORD: olan, FREQ: 6
WORD: eyüp, FREQ: 6
WORD: ntvmsnbc, FREQ: 6
WORD: gelen, FREQ: 6
WORD: aslan, FREQ: 7
WORD: hacer, FREQ: 7
WORD: maymun, FREQ: 9
WORD: oscar, FREQ: 9
WORD: yönetmen, FREQ: 10
WORD: oyuncu, FREQ: 10
WORD: erişim, FREQ: 11
WORD: tarihi, FREQ: 11
WORD: nuri, FREQ: 12
WORD: bilge, FREQ: 12
WORD: cannes, FREQ: 12
WORD: festivali, FREQ: 12
WORD: kazandı, FREQ: 16
WORD: ceylan, FREQ: 17
WORD: film, FREQ: 33
