WORD: senarist, FREQ: 1
WORD: ulusal, FREQ: 1
WORD: arşivi, FREQ: 1
WORD: nde, FREQ: 1
WORD: muhafaza, FREQ: 1
WORD: edilmesine, FREQ: 1
WORD: i̇çindekiler, FREQ: 1
WORD: hikâye, FREQ: 1
WORD: davasındaki, FREQ: 1
WORD: yargıcın, FREQ: 1
WORD: jüriye, FREQ: 1
WORD: talimatlar, FREQ: 1
WORD: verdiği, FREQ: 1
WORD: kapanış, FREQ: 1
WORD: konuşmasının, FREQ: 1
WORD: amerikan, FREQ: 1
WORD: yasalarına, FREQ: 1
WORD: göre, FREQ: 1
WORD: kararı, FREQ: 1
WORD: alınmalıdır, FREQ: 1
WORD: alınmamış, FREQ: 1
WORD: feshetmesi, FREQ: 1
WORD: davanın, FREQ: 1
WORD: görülmesi, FREQ: 1
WORD: anlamına, FREQ: 1
WORD: gelir, FREQ: 1
WORD: karara, FREQ: 1
WORD: bağlaması, FREQ: 1
WORD: gereken, FREQ: 1
WORD: konu, FREQ: 1
WORD: şehrin, FREQ: 1
WORD: fakir, FREQ: 1
WORD: bölgesinde, FREQ: 1
WORD: yaşayan, FREQ: 1
WORD: zanlının, FREQ: 1
WORD: öldürüp, FREQ: 1
WORD: öldürmediğine, FREQ: 1
WORD: vermektir, FREQ: 1
WORD: sanığın, FREQ: 1
WORD: bulunması, FREQ: 1
WORD: halinde, FREQ: 1
WORD: uygulanacak, FREQ: 1
WORD: cezanın, FREQ: 1
WORD: idam, FREQ: 1
WORD: olacağı, FREQ: 1
WORD: elektrikli, FREQ: 1
WORD: sandalye, FREQ: 1
WORD: bilgilendirilir, FREQ: 1
WORD: üyesi, FREQ: 1
WORD: davayı, FREQ: 1
WORD: tartışacakları, FREQ: 1
WORD: birbirlerinin, FREQ: 1
WORD: kişiliğini, FREQ: 1
WORD: tanıyacakları, FREQ: 1
WORD: odasına, FREQ: 1
WORD: girerler, FREQ: 1
WORD: sonraki, FREQ: 1
WORD: konusu, FREQ: 1
WORD: durumlarda, FREQ: 1
WORD: önyargılara, FREQ: 1
WORD: dayanan, FREQ: 1
WORD: oybirliğine, FREQ: 1
WORD: ulaşma, FREQ: 1
WORD: yolunda, FREQ: 1
WORD: karşılaştıkları, FREQ: 1
WORD: zorluklar, FREQ: 1
WORD: etrafında, FREQ: 1
WORD: döner, FREQ: 1
WORD: oylamada, FREQ: 1
WORD: farklı, FREQ: 1
WORD: görüş, FREQ: 1
WORD: bildirir, FREQ: 1
WORD: sekizinci, FREQ: 1
WORD: delillerin, FREQ: 1
WORD: ikinci, FREQ: 1
WORD: dereceden, FREQ: 1
WORD: adil, FREQ: 1
WORD: tartışmayı, FREQ: 1
WORD: hakettiğini, FREQ: 1
WORD: belirtir, FREQ: 1
WORD: sorgulamaya, FREQ: 1
WORD: tanığının, FREQ: 1
WORD: olmasının, FREQ: 1
WORD: güvenilirliği, FREQ: 1
WORD: kesinliği, FREQ: 1
WORD: belirtildiği, FREQ: 1
WORD: eşsiz, FREQ: 1
WORD: olmaması, FREQ: 1
WORD: aynısını, FREQ: 1
WORD: cebinden, FREQ: 1
WORD: çıkararak, FREQ: 1
WORD: üyelere, FREQ: 1
WORD: gösterir, FREQ: 1
WORD: şüpheli, FREQ: 1
WORD: durumları, FREQ: 1
WORD: göz, FREQ: 1
WORD: önüne, FREQ: 1
WORD: alarak, FREQ: 1
WORD: numaralı, FREQ: 1
WORD: azılı, FREQ: 1
WORD: rakipleri, FREQ: 1
WORD: jüriler, FREQ: 1
WORD: bahanesinin, FREQ: 1
WORD: berbat, FREQ: 1
WORD: gecesi, FREQ: 1
WORD: gittiğini, FREQ: 1
WORD: iddia, FREQ: 1
WORD: ettiği, FREQ: 1
WORD: hakkında, FREQ: 1
WORD: herhangi, FREQ: 1
WORD: ayrıntı, FREQ: 1
WORD: hatırlamadığını, FREQ: 1
WORD: öldürmek, FREQ: 1
WORD: yeterince, FREQ: 1
WORD: motivasyonunun, FREQ: 1
WORD: belirtirler, FREQ: 1
WORD: kararını, FREQ: 1
WORD: savunanlar, FREQ: 1
WORD: hafıza, FREQ: 1
WORD: eksikliği, FREQ: 1
WORD: yaşadığı, FREQ: 1
WORD: panik, FREQ: 1
WORD: açıklanabileceğeni, FREQ: 1
WORD: tanıklardan, FREQ: 1
WORD: adamın, FREQ: 1
WORD: ilgi, FREQ: 1
WORD: çekmeye, FREQ: 1
WORD: çalışmış, FREQ: 1
WORD: olabileceğini, FREQ: 1
WORD: diğerinin, FREQ: 1
WORD: cinayete, FREQ: 1
WORD: gözünde, FREQ: 1
WORD: gözlükleri, FREQ: 1
WORD: yokken, FREQ: 1
WORD: tanık, FREQ: 1
WORD: olmuş, FREQ: 1
WORD: olabileceği, FREQ: 1
WORD: söylerler, FREQ: 1
WORD: müzakere, FREQ: 1
WORD: devam, FREQ: 1
WORD: ederken, FREQ: 1
WORD: üyeleri, FREQ: 1
WORD: sırasıyla, FREQ: 1
WORD: kararına, FREQ: 1
WORD: doğru, FREQ: 1
WORD: yönelmeye, FREQ: 1
WORD: başlarlar, FREQ: 1
WORD: senaryosu, FREQ: 1
WORD: başlangıçta, FREQ: 1
WORD: cbs, FREQ: 1
WORD: programı, FREQ: 1
WORD: studio, FREQ: 1
WORD: yayınlandı, FREQ: 1
WORD: çalışmanın, FREQ: 1
WORD: tekrar, FREQ: 1
WORD: bulunana, FREQ: 1
WORD: kaybolduğu, FREQ: 1
WORD: sanılıyordu, FREQ: 1
WORD: programının, FREQ: 1
WORD: başarasının, FREQ: 1
WORD: sonucu, FREQ: 1
WORD: uyarlaması, FREQ: 1
WORD: oldu, FREQ: 1
WORD: çeşitli, FREQ: 1
WORD: oyunlar, FREQ: 1
WORD: programları, FREQ: 1
WORD: yöneten, FREQ: 1
WORD: tarafında, FREQ: 1
WORD: projeye, FREQ: 1
WORD: dahil, FREQ: 1
WORD: edildi, FREQ: 1
WORD: zamanda, FREQ: 1
WORD: tek, FREQ: 1
WORD: yapımcılık, FREQ: 1
WORD: denemeleridir, FREQ: 1
WORD: olmayacağını, FREQ: 1
WORD: belirtmiştir, FREQ: 1
WORD: milliyet, FREQ: 1
WORD: gazetesinde, FREQ: 1
WORD: çıkan, FREQ: 1
WORD: ilân, FREQ: 1
WORD: türkiye, FREQ: 1
WORD: sinemalarda, FREQ: 1
WORD: adıyla, FREQ: 1
WORD: gösterime, FREQ: 1
WORD: girdiğini, FREQ: 1
WORD: bildiriyor, FREQ: 1
WORD: friedkin, FREQ: 1
WORD: scott, FREQ: 1
WORD: james, FREQ: 1
WORD: gandolfini, FREQ: 1
WORD: tony, FREQ: 1
WORD: danza, FREQ: 1
WORD: petersen, FREQ: 1
WORD: ossie, FREQ: 1
WORD: davis, FREQ: 1
WORD: hume, FREQ: 1
WORD: cronyn, FREQ: 1
WORD: courtney, FREQ: 1
WORD: b, FREQ: 1
WORD: vance, FREQ: 1
WORD: armin, FREQ: 1
WORD: mueller, FREQ: 1
WORD: stahl, FREQ: 1
WORD: lemmon, FREQ: 1
WORD: aldı, FREQ: 1
WORD: yargıç, FREQ: 1
WORD: kadındı, FREQ: 1
WORD: dördü, FREQ: 1
WORD: afro, FREQ: 1
WORD: amerikalılardan, FREQ: 1
WORD: oluşuyordu, FREQ: 1
WORD: röportajlarda, FREQ: 1
WORD: yapımcılar, FREQ: 1
WORD: adını, FREQ: 1
WORD: değiştirmek, FREQ: 1
WORD: istemedikleri, FREQ: 1
WORD: içinjüriye, FREQ: 1
WORD: koymadıklarını, FREQ: 1
WORD: belirttiler, FREQ: 1
WORD: filmdeki, FREQ: 1
WORD: sahneler, FREQ: 1
WORD: diyalogların, FREQ: 1
WORD: büyük, FREQ: 1
WORD: çoğunluğu, FREQ: 1
WORD: orijinali, FREQ: 1
WORD: aynıdır, FREQ: 1
WORD: odasında, FREQ: 1
WORD: sigara, FREQ: 1
WORD: içilememesi, FREQ: 1
WORD: ara, FREQ: 1
WORD: sıra, FREQ: 1
WORD: küfür, FREQ: 1
WORD: yenilemeler, FREQ: 1
WORD: rus, FREQ: 1
WORD: nikita, FREQ: 1
WORD: mikhalkov, FREQ: 1
WORD: yapımını, FREQ: 1
WORD: tamamladı, FREQ: 1
WORD: venedik, FREQ: 1
WORD: festivali, FREQ: 1
WORD: jürisi, FREQ: 1
WORD: yapıma, FREQ: 1
WORD: özel, FREQ: 1
WORD: ödül, FREQ: 1
WORD: verdi, FREQ: 1
WORD: hancock, FREQ: 1
WORD: half, FREQ: 1
WORD: hour, FREQ: 1
WORD: happy, FREQ: 1
WORD: days, FREQ: 1
WORD: simpsons, FREQ: 1
WORD: veronica, FREQ: 1
WORD: mars, FREQ: 1
WORD: dizilerde, FREQ: 1
WORD: parodilerine, FREQ: 1
WORD: şubat, FREQ: 1
WORD: kaynağından, FREQ: 1
WORD: arşivlendi, FREQ: 1
WORD: archive, FREQ: 1
WORD: wiki, FREQ: 1
WORD: erişim, FREQ: 1
WORD: aralık, FREQ: 1
WORD: stage, FREQ: 1
WORD: struck, FREQ: 1
WORD: that, FREQ: 1
WORD: woman, FREQ: 1
WORD: fugitive, FREQ: 1
WORD: köprüden, FREQ: 1
WORD: görünüş, FREQ: 1
WORD: view, FREQ: 1
WORD: from, FREQ: 1
WORD: bridge, FREQ: 1
WORD: günden, FREQ: 1
WORD: geceye, FREQ: 1
WORD: long, FREQ: 1
WORD: journey, FREQ: 1
WORD: into, FREQ: 1
WORD: tefeci, FREQ: 1
WORD: pawnbroker, FREQ: 1
WORD: dönüşü, FREQ: 1
WORD: olmayan, FREQ: 1
WORD: nokta, FREQ: 1
WORD: fail, FREQ: 1
WORD: safe, FREQ: 1
WORD: tepe, FREQ: 1
WORD: group, FREQ: 1
WORD: öldüren, FREQ: 1
WORD: deadly, FREQ: 1
WORD: affair, FREQ: 1
WORD: braverman, FREQ: 1
WORD: sea, FREQ: 1
WORD: gull, FREQ: 1
WORD: randevu, FREQ: 1
WORD: appointment, FREQ: 1
WORD: filmed, FREQ: 1
WORD: record, FREQ: 1
WORD: montgomery, FREQ: 1
WORD: memphis, FREQ: 1
WORD: last, FREQ: 1
WORD: mobile, FREQ: 1
WORD: hot, FREQ: 1
WORD: shots, FREQ: 1
WORD: anderson, FREQ: 1
WORD: tapes, FREQ: 1
WORD: child, FREQ: 1
WORD: play, FREQ: 1
WORD: suç, FREQ: 1
WORD: offence, FREQ: 1
WORD: serpico, FREQ: 1
WORD: lovin, FREQ: 1
WORD: molly, FREQ: 1
WORD: şark, FREQ: 1
WORD: ekspresinde, FREQ: 1
WORD: murder, FREQ: 1
WORD: orient, FREQ: 1
WORD: express, FREQ: 1
WORD: köpeklerin, FREQ: 1
WORD: günü, FREQ: 1
WORD: dog, FREQ: 1
WORD: afternoon, FREQ: 1
WORD: şebeke, FREQ: 1
WORD: network, FREQ: 1
WORD: küheylan, FREQ: 1
WORD: equus, FREQ: 1
WORD: wiz, FREQ: 1
WORD: just, FREQ: 1
WORD: tell, FREQ: 1
WORD: what, FREQ: 1
WORD: you, FREQ: 1
WORD: want, FREQ: 1
WORD: kentin, FREQ: 1
WORD: prensi, FREQ: 1
WORD: prince, FREQ: 1
WORD: city, FREQ: 1
WORD: ölüm, FREQ: 1
WORD: tuzağı, FREQ: 1
WORD: deathtrap, FREQ: 1
WORD: verdict, FREQ: 1
WORD: daniel, FREQ: 1
WORD: konuşuyor, FREQ: 1
WORD: talks, FREQ: 1
WORD: power, FREQ: 1
WORD: morning, FREQ: 1
WORD: after, FREQ: 1
WORD: boşu, FREQ: 1
WORD: boşuna, FREQ: 1
WORD: running, FREQ: 1
WORD: empty, FREQ: 1
WORD: aile, FREQ: 1
WORD: şirketi, FREQ: 1
WORD: family, FREQ: 1
WORD: business, FREQ: 1
WORD: q, FREQ: 1
WORD: stranger, FREQ: 1
WORD: among, FREQ: 1
WORD: us, FREQ: 1
WORD: günahkarlar, FREQ: 1
WORD: as, FREQ: 1
WORD: sin, FREQ: 1
WORD: falls, FREQ: 1
WORD: manhattan, FREQ: 1
WORD: critical, FREQ: 1
WORD: care, FREQ: 1
WORD: gloria, FREQ: 1
WORD: strip, FREQ: 1
WORD: search, FREQ: 1
WORD: bulun, FREQ: 1
WORD: find, FREQ: 1
WORD: şeytan, FREQ: 1
WORD: duymadan, FREQ: 1
WORD: altın, FREQ: 1
WORD: ayı, FREQ: 1
WORD: kazanan, FREQ: 1
WORD: filmler –, FREQ: 1
WORD: four, FREQ: 1
WORD: jeep, FREQ: 1
WORD: sans, FREQ: 1
WORD: laisser, FREQ: 1
WORD: adresse, FREQ: 1
WORD: beaver, FREQ: 1
WORD: valley, FREQ: 1
WORD: justice, FREQ: 1
WORD: is, FREQ: 1
WORD: done, FREQ: 1
WORD: cinderella, FREQ: 1
WORD: summer, FREQ: 1
WORD: happiness, FREQ: 1
WORD: wages, FREQ: 1
WORD: fear, FREQ: 1
WORD: hobson, FREQ: 1
WORD: choice, FREQ: 1
WORD: die, FREQ: 1
WORD: ratten, FREQ: 1
WORD: invitation, FREQ: 1
WORD: dance, FREQ: 1
WORD: yaban, FREQ: 1
WORD: çilekleri, FREQ: 1
WORD: les, FREQ: 1
WORD: cousins, FREQ: 1
WORD: liste ·, FREQ: 1
WORD: ilgili, FREQ: 1
WORD: taslaktır, FREQ: 1
WORD: içeriğini, FREQ: 1
WORD: geliştirerek, FREQ: 1
WORD: vikipedi, FREQ: 1
WORD: ye, FREQ: 1
WORD: katkıda, FREQ: 1
WORD: bulunabilirsiniz, FREQ: 1
WORD: angry, FREQ: 2
WORD: men, FREQ: 2
WORD: yönetmen, FREQ: 2
WORD: yapımcı, FREQ: 2
WORD: george, FREQ: 2
WORD: yönetmeni, FREQ: 2
WORD: filmi, FREQ: 2
WORD: nisan, FREQ: 2
WORD: i̇ngilizce, FREQ: 2
WORD: aynı, FREQ: 2
WORD: adlı, FREQ: 2
WORD: üyesinin, FREQ: 2
WORD: konusunda, FREQ: 2
WORD: dışında, FREQ: 2
WORD: çocuk, FREQ: 2
WORD: yaşlı, FREQ: 2
WORD: kadın, FREQ: 2
WORD: tarihi, FREQ: 2
WORD: filmler, FREQ: 2
WORD: verilmiştir, FREQ: 2
WORD: özet, FREQ: 2
WORD: uyarlamalar, FREQ: 2
WORD: kaynaklar, FREQ: 2
WORD: sonrasında, FREQ: 2
WORD: başlar, FREQ: 2
WORD: oybirliği, FREQ: 2
WORD: olan, FREQ: 2
WORD: babasını, FREQ: 2
WORD: üyelerinin, FREQ: 2
WORD: cinayette, FREQ: 2
WORD: kullanılan, FREQ: 2
WORD: bıçağın, FREQ: 2
WORD: te, FREQ: 2
WORD: one, FREQ: 2
WORD: tarihinde, FREQ: 2
WORD: william, FREQ: 2
WORD: yapımda, FREQ: 2
WORD: yer, FREQ: 2
WORD: king, FREQ: 2
WORD: hill, FREQ: 2
WORD: national, FREQ: 2
WORD: registry, FREQ: 2
WORD: wikipedia, FREQ: 2
WORD: http, FREQ: 2
WORD: web, FREQ: 2
WORD: kind, FREQ: 2
WORD: lar, FREQ: 2
WORD: day, FREQ: 2
WORD: night, FREQ: 2
WORD: bye, FREQ: 2
WORD: to, FREQ: 2
WORD: me, FREQ: 2
WORD: garbo, FREQ: 2
WORD: guilty, FREQ: 2
WORD: madde, FREQ: 2
WORD: henry, FREQ: 3
WORD: jack, FREQ: 3
WORD: sinema, FREQ: 3
WORD: yapım, FREQ: 3
WORD: sadece, FREQ: 3
WORD: filmde, FREQ: 3
WORD: ayrıca, FREQ: 3
WORD: suçlu, FREQ: 3
WORD: olduğunu, FREQ: 3
WORD: çocuğun, FREQ: 3
WORD: yapıldı, FREQ: 3
WORD: org, FREQ: 3
WORD: reginald, FREQ: 4
WORD: suçsuz, FREQ: 4
WORD: olarak, FREQ: 4
WORD: ilk, FREQ: 4
WORD: karar, FREQ: 4
WORD: cinayet, FREQ: 4
WORD: jürinin, FREQ: 4
WORD: fonda, FREQ: 5
WORD: abd, FREQ: 5
WORD: ler, FREQ: 5
WORD: filmin, FREQ: 5
WORD: kaynağı, FREQ: 5
WORD: yeniden, FREQ: 5
WORD: sidney, FREQ: 6
WORD: rose, FREQ: 6
WORD: yönettiği, FREQ: 6
WORD: televizyon, FREQ: 6
WORD: of, FREQ: 6
WORD: lumet, FREQ: 7
WORD: öfkeli, FREQ: 9
WORD: adam, FREQ: 10
WORD: değiştir, FREQ: 10
WORD: film, FREQ: 13
WORD: jüri, FREQ: 14
WORD: the, FREQ: 20
