WORD: good, FREQ: 1
WORD: hareket, FREQ: 1
WORD: eder, FREQ: 1
WORD: askerlerden, FREQ: 1
WORD: trenden, FREQ: 1
WORD: atlayarak, FREQ: 1
WORD: kurtulur, FREQ: 1
WORD: bulur, FREQ: 1
WORD: adamlarını, FREQ: 1
WORD: doğru, FREQ: 1
WORD: almaktadırlar, FREQ: 1
WORD: mezarlık, FREQ: 1
WORD: savaşın, FREQ: 1
WORD: hızıyla, FREQ: 1
WORD: devam, FREQ: 1
WORD: ettiği, FREQ: 1
WORD: cephenin, FREQ: 1
WORD: ortasındadır, FREQ: 1
WORD: çarpışmayı, FREQ: 1
WORD: durdurmak, FREQ: 1
WORD: tarafın, FREQ: 1
WORD: peşinde, FREQ: 1
WORD: köprüyü, FREQ: 1
WORD: havaya, FREQ: 1
WORD: uçururlar, FREQ: 1
WORD: altınlara, FREQ: 1
WORD: ulaşmaya, FREQ: 1
WORD: ramak, FREQ: 1
WORD: kalmışken, FREQ: 1
WORD: kandırır, FREQ: 1
WORD: dan, FREQ: 1
WORD: kurtulamaz, FREQ: 1
WORD: mezarlıkta, FREQ: 1
WORD: karşılaşır, FREQ: 1
WORD: sadece, FREQ: 1
WORD: bilmektedir, FREQ: 1
WORD: hakimiyetin, FREQ: 1
WORD: sürekli, FREQ: 1
WORD: el, FREQ: 1
WORD: değiştirdiği, FREQ: 1
WORD: mücadelede, FREQ: 1
WORD: ortasında, FREQ: 1
WORD: yapılan, FREQ: 1
WORD: kazananı, FREQ: 1
WORD: belirleyecektir, FREQ: 1
WORD: taşa, FREQ: 1
WORD: yazar, FREQ: 1
WORD: başlar, FREQ: 1
WORD: esnasında, FREQ: 1
WORD: vurarak, FREQ: 1
WORD: yarısını, FREQ: 1
WORD: alır, FREQ: 1
WORD: asıp, FREQ: 1
WORD: ellerini, FREQ: 1
WORD: bağlayarak, FREQ: 1
WORD: uzağa, FREQ: 1
WORD: gider, FREQ: 1
WORD: nişancılığını, FREQ: 1
WORD: konuşturarak, FREQ: 1
WORD: düşürür, FREQ: 1
WORD: uzaklaşır, FREQ: 1
WORD: kalan, FREQ: 1
WORD: altınlarıyla, FREQ: 1
WORD: baş, FREQ: 1
WORD: başa, FREQ: 1
WORD: kalır, FREQ: 1
WORD: blondie, FREQ: 1
WORD: kendinden, FREQ: 1
WORD: emin, FREQ: 1
WORD: avcısı, FREQ: 1
WORD: angel, FREQ: 1
WORD: eyes, FREQ: 1
WORD: verilen, FREQ: 1
WORD: işi, FREQ: 1
WORD: getiren, FREQ: 1
WORD: soğukkanlı, FREQ: 1
WORD: kusursuz, FREQ: 1
WORD: kiralık, FREQ: 1
WORD: katil, FREQ: 1
WORD: benedicto, FREQ: 1
WORD: pacifico, FREQ: 1
WORD: juan, FREQ: 1
WORD: meksikalı, FREQ: 1
WORD: aranan, FREQ: 1
WORD: suçlu, FREQ: 1
WORD: alkolik, FREQ: 1
WORD: yüzbaşı, FREQ: 1
WORD: mario, FREQ: 1
WORD: brega, FREQ: 1
WORD: onbaşı, FREQ: 1
WORD: wallace, FREQ: 1
WORD: asker, FREQ: 1
WORD: pablo, FREQ: 1
WORD: kardeşi, FREQ: 1
WORD: katolik, FREQ: 1
WORD: olmayı, FREQ: 1
WORD: seçtiği, FREQ: 1
WORD: kızan, FREQ: 1
WORD: aynı, FREQ: 1
WORD: zamanda, FREQ: 1
WORD: seven, FREQ: 1
WORD: satıcı, FREQ: 1
WORD: pedro, FREQ: 1
WORD: şerif, FREQ: 1
WORD: fırıncı, FREQ: 1
WORD: jackson, FREQ: 1
WORD: chico, FREQ: 1
WORD: stevens, FREQ: 1
WORD: sayfası, FREQ: 1
WORD: top, FREQ: 1
WORD: filmleri, FREQ: 1
WORD: lar, FREQ: 1
WORD: colosso, FREQ: 1
WORD: di, FREQ: 1
WORD: rodi, FREQ: 1
WORD: kan, FREQ: 1
WORD: yabandan, FREQ: 1
WORD: gelen, FREQ: 1
WORD: adam, FREQ: 1
WORD: amerika, FREQ: 1
WORD: buono, FREQ: 2
WORD: brutto, FREQ: 2
WORD: cattivo, FREQ: 2
WORD: agenore, FREQ: 2
WORD: incrocci, FREQ: 2
WORD: furio, FREQ: 2
WORD: scarpelli, FREQ: 2
WORD: aldo, FREQ: 2
WORD: giuffrè, FREQ: 2
WORD: luigi, FREQ: 2
WORD: pistilli, FREQ: 2
WORD: rada, FREQ: 2
WORD: rassimov, FREQ: 2
WORD: enzo, FREQ: 2
WORD: petito, FREQ: 2
WORD: claudio, FREQ: 2
WORD: john, FREQ: 2
WORD: bartha, FREQ: 2
WORD: livio, FREQ: 2
WORD: lorenzon, FREQ: 2
WORD: casale, FREQ: 2
WORD: sandro, FREQ: 2
WORD: benito, FREQ: 2
WORD: stefanelli, FREQ: 2
WORD: angelo, FREQ: 2
WORD: novi, FREQ: 2
WORD: casas, FREQ: 2
WORD: ennio, FREQ: 2
WORD: morricone, FREQ: 2
WORD: i̇talyanca, FREQ: 2
WORD: avuç, FREQ: 2
WORD: arasında, FREQ: 2
WORD: iyi, FREQ: 2
WORD: sırada, FREQ: 2
WORD: almaktadır, FREQ: 2
WORD: kaynakça, FREQ: 2
WORD: dış, FREQ: 2
WORD: bağlantılar, FREQ: 2
WORD: ödül, FREQ: 2
WORD: kanun, FREQ: 2
WORD: keskin, FREQ: 2
WORD: işbirliği, FREQ: 2
WORD: eden, FREQ: 2
WORD: anda, FREQ: 2
WORD: ardından, FREQ: 2
WORD: elleri, FREQ: 2
WORD: bağlı, FREQ: 2
WORD: düşer, FREQ: 2
WORD: çölde, FREQ: 2
WORD: şekilde, FREQ: 2
WORD: arada, FREQ: 2
WORD: altınları, FREQ: 2
WORD: cephede, FREQ: 2
WORD: tekrar, FREQ: 2
WORD: esir, FREQ: 2
WORD: kuzeyli, FREQ: 2
WORD: işkence, FREQ: 2
WORD: yapar, FREQ: 2
WORD: altınların, FREQ: 2
WORD: ün, FREQ: 2
WORD: öldürür, FREQ: 2
WORD: kaçar, FREQ: 2
WORD: yol, FREQ: 2
WORD: üçlü, FREQ: 2
WORD: ismini, FREQ: 2
WORD: maria, FREQ: 2
WORD: ramirez, FREQ: 2
WORD: haydut, FREQ: 2
WORD: rahip, FREQ: 2
WORD: öldürülmüştür, FREQ: 2
WORD: batıda, FREQ: 2
WORD: zamanlar, FREQ: 2
WORD: ler, FREQ: 2
WORD: the, FREQ: 3
WORD: filmin, FREQ: 3
WORD: luciano, FREQ: 3
WORD: vincenzoni, FREQ: 3
WORD: oyuncular, FREQ: 3
WORD: eli, FREQ: 3
WORD: wallach, FREQ: 3
WORD: lee, FREQ: 3
WORD: van, FREQ: 3
WORD: cleef, FREQ: 3
WORD: film, FREQ: 3
WORD: i̇çin, FREQ: 3
WORD: konu, FREQ: 3
WORD: üzerine, FREQ: 3
WORD: sentenza, FREQ: 3
WORD: bill, FREQ: 3
WORD: mezarlığa, FREQ: 3
WORD: mezarlığın, FREQ: 3
WORD: yerini, FREQ: 3
WORD: mezarın, FREQ: 3
WORD: düello, FREQ: 3
WORD: adamı, FREQ: 3
WORD: i̇ngilizce, FREQ: 4
WORD: clint, FREQ: 4
WORD: eastwood, FREQ: 4
WORD: scarchilli, FREQ: 4
WORD: antonio, FREQ: 4
WORD: imdb, FREQ: 4
WORD: kaynağı, FREQ: 4
WORD: olduğu, FREQ: 4
WORD: tarafından, FREQ: 5
WORD: carson, FREQ: 5
WORD: sergio, FREQ: 6
WORD: leone, FREQ: 6
WORD: dolar, FREQ: 6
WORD: yu, FREQ: 6
WORD: i̇yi, FREQ: 7
WORD: kötü, FREQ: 7
WORD: çirkin, FREQ: 7
WORD: il, FREQ: 7
WORD: değiştir, FREQ: 8
WORD: melekgöz, FREQ: 11
WORD: sarışın, FREQ: 21
WORD: tuco, FREQ: 24
